,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
66267,for_sale,,,7.9,Canaan,New York,12029.0,,,100000.0
57273,for_sale,4.0,2.0,5.2,Copake,New York,12516.0,2029.0,,625000.0
56944,for_sale,,,68.39,Hoosick Falls,New York,12090.0,,,274900.0
64533,for_sale,,,50.0,Millbrook,New York,12545.0,,,900000.0
65918,for_sale,,,8.0,Chatham,New York,12136.0,,,135000.0
56454,for_sale,10.0,5.0,1.0,Schodack Landing,New York,12123.0,5100.0,,295000.0
64274,for_sale,,,20.12,Taghkanic,New York,12502.0,,,320000.0
56589,for_sale,5.0,4.0,7.08,Kinderhook,New York,12184.0,1968.0,1993-07-14,640000.0
64345,for_sale,5.0,3.0,452.0,Wassaic,New York,12592.0,2400.0,,2995000.0
57174,for_sale,3.0,3.0,0.37,Sand Lake,New York,12018.0,2073.0,2005-06-08,279900.0
57615,for_sale,,,6.53,Schodack Landing,New York,12132.0,,,144900.0
56900,for_sale,,,92.0,Kinderhook,New York,12184.0,,,995000.0
64897,for_sale,3.0,2.0,3.2,Clinton Corners,New York,12514.0,1284.0,1992-02-06,375000.0
56276,for_sale,4.0,2.0,22.52,Nassau,New York,12123.0,1795.0,,105000.0
66484,for_sale,,,0.23,Copake,New York,12516.0,,,75000.0
64368,for_sale,,,127.0,Ancram,New York,12503.0,,,1300000.0
63596,for_sale,5.0,4.0,100.88,Austerlitz,New York,12017.0,7500.0,,949000.0
64337,for_sale,4.0,6.0,55.4,Milan,New York,12571.0,8430.0,,8250000.0
56998,for_sale,4.0,3.0,20.81,Hoosick Falls,New York,12090.0,3900.0,,514900.0
65170,for_sale,2.0,1.0,5.0,Red Hook,New York,12571.0,916.0,,99000.0
57034,for_sale,8.0,4.0,0.11,Hoosick Falls,New York,12090.0,5342.0,,143900.0
64790,for_sale,2.0,1.0,0.77,Dover Plains,New York,12522.0,,,110000.0
66028,for_sale,,,14.87,Austerlitz,New York,12017.0,,,150000.0
65072,for_sale,7.0,5.0,9.7,Copake,New York,12528.0,4212.0,,1795000.0
64572,for_sale,,,24.99,Pine Plains,New York,12571.0,,,379000.0
66017,for_sale,6.0,4.0,0.77,Canaan,New York,12029.0,5082.0,,279000.0
54539,for_sale,3.0,1.0,0.32,Niverville,New York,12130.0,1608.0,,299900.0
65959,for_sale,,,19.68,Hillsdale,New York,12529.0,,2008-06-05,350000.0
64407,for_sale,,,30.13,Hudson,New York,12534.0,,,1650000.0
65966,for_sale,,,5.5,New Lebanon,New York,12125.0,,,32000.0
64281,for_sale,,,50.17,Gallatin,New York,12567.0,,,750000.0
64296,for_sale,,,17.61,Clinton Corners,New York,12514.0,,2015-12-02,195000.0
64263,for_sale,,,103.0,Dover,New York,12522.0,,,450000.0
57766,for_sale,,,,Chatham,New York,12184.0,,,125000.0
56876,for_sale,4.0,3.0,2.1,Poestenkill,New York,12018.0,5127.0,2019-08-27,549000.0
65193,for_sale,3.0,2.0,1.2,Millerton,New York,12546.0,1350.0,2018-08-31,375000.0
66100,for_sale,3.0,2.0,18.7,Chatham,New York,12184.0,1102.0,,350000.0
64738,for_sale,8.0,5.0,1.7,Amenia,New York,12501.0,4000.0,2019-12-17,749000.0
66317,for_sale,6.0,3.0,6.0,Chatham,New York,12060.0,3200.0,2004-06-02,549000.0
56374,for_sale,,,1.0,Poestenkill,New York,12140.0,,,45000.0
62453,for_sale,3.0,2.0,5.01,East Chatham,New York,12060.0,2504.0,2020-11-09,435000.0
56599,for_sale,,,2.03,Schodack Landing,New York,12063.0,,2015-10-27,95000.0
57416,for_sale,4.0,5.0,9.17,Sand Lake,New York,12018.0,2800.0,,875000.0
65819,for_sale,,,8.4,Chatham,New York,12037.0,,,115000.0
66299,for_sale,,,33.31,Hillsdale,New York,12529.0,,,429474.0
62322,for_sale,4.0,3.0,1.29,Nassau,New York,12123.0,2274.0,,194900.0
63088,for_sale,,,10.0,Hillsdale,New York,12529.0,,,100000.0
65238,for_sale,4.0,3.0,2.0,Clinton Corners,New York,12514.0,2430.0,1997-12-19,549000.0
57004,for_sale,2.0,2.0,2.3,Schodack Landing,New York,12123.0,980.0,,229500.0
56706,for_sale,3.0,3.0,1.87,Poestenkill,New York,12018.0,4622.0,,479000.0
65762,for_sale,,,2.32,Stephentown,New York,12168.0,,,39000.0
57048,for_sale,,,5.5,Brunswick,New York,12180.0,,,125000.0
64244,for_sale,10.0,17.0,200.0,Millbrook,New York,12545.0,34000.0,,14000000.0
66015,for_sale,,,3.0,Stephentown,New York,12168.0,,2003-10-17,38600.0
64784,for_sale,2.0,2.0,22.03,Millbrook,New York,12545.0,2198.0,1986-06-23,1400000.0
57507,for_sale,3.0,3.0,2.16,Poestenkill,New York,12018.0,2159.0,,410000.0
64445,for_sale,,,6.0,Ancram,New York,12502.0,,,250000.0
64938,for_sale,5.0,3.0,1.0,Hudson,New York,12534.0,2000.0,2015-02-26,399000.0
65189,for_sale,3.0,2.0,1.8,Amenia,New York,12501.0,2194.0,2011-12-27,595000.0
65069,for_sale,5.0,5.0,5.0,Millbrook,New York,12545.0,4500.0,2015-03-26,1450000.0
64223,for_sale,3.0,2.0,1.0,Chatham,New York,12037.0,2160.0,,349900.0
56088,for_sale,4.0,2.0,5.2,Copake Falls,New York,12517.0,2029.0,2019-10-23,625000.0
64280,for_sale,,,25.3,Austerlitz,New York,12017.0,,,495000.0
62964,for_sale,,,73.04,Claverack,New York,12513.0,,,759000.0
57334,for_sale,,,43.25,Hoosick Falls,New York,12090.0,,2019-07-18,108000.0
66044,for_sale,40.0,36.0,1.78,Claverack,New York,12565.0,27443.0,,2850000.0
57401,for_sale,4.0,1.0,209.0,East Nassau,New York,12062.0,1928.0,,675000.0
56295,for_sale,,,1.08,Sand Lake,New York,12018.0,,,39000.0
64969,for_sale,,2.0,3.01,Northeast,New York,12546.0,4512.0,,549900.0
65845,for_sale,,,1.0,Canaan,New York,12029.0,,,19000.0
65781,for_sale,,,6.8,New Lebanon,New York,12212.0,,,89000.0
58868,for_sale,5.0,3.0,0.52,Copake,New York,12521.0,2400.0,2000-06-01,340000.0
57486,for_sale,2.0,2.0,67.17,Nassau,New York,12123.0,1800.0,,795000.0
56950,for_sale,,,54.38,Petersburgh,New York,12138.0,,2021-09-22,105000.0
64364,for_sale,,,50.24,Wassaic,New York,12592.0,,,999000.0
64185,for_sale,5.0,2.0,16.06,Chatham,New York,12037.0,2639.0,,599000.0
64936,for_sale,,,4.27,Dover Plains,New York,12522.0,,2002-07-03,105000.0
65786,for_sale,,,133.74,Canaan,New York,12029.0,,,349000.0
64688,for_sale,6.0,4.0,319.0,Dover Plains,New York,12522.0,3000.0,,3950000.0
57597,for_sale,,,2.63,Schodack Landing,New York,12184.0,,,55000.0
63018,for_sale,,,18.9,Hillsdale,New York,12529.0,,2015-02-25,499000.0
64638,for_sale,2.0,1.0,2.39,Claverack,New York,12513.0,720.0,2021-03-24,229900.0
57666,for_sale,,,8.0,Berlin,New York,12022.0,,,64000.0
56929,for_sale,3.0,2.0,1.25,Sand Lake,New York,12196.0,2000.0,,349900.0
64763,for_sale,,,0.31,Copake,New York,12516.0,,,19500.0
65247,for_sale,3.0,4.0,22.59,Pine Plains,New York,12567.0,3072.0,2006-11-15,2880000.0
57578,for_sale,3.0,1.0,0.24,New Lebanon,New York,12125.0,3048.0,,99900.0
62219,for_sale,5.0,4.0,2.0,Copake,New York,12517.0,1482.0,,365000.0
64806,for_sale,4.0,3.0,2.92,Millerton,New York,12546.0,3000.0,2003-06-17,599000.0
56583,for_sale,,,6.62,Grafton,New York,12082.0,,,74900.0
64980,for_sale,,,2.88,Pine Plains,New York,12567.0,,,115000.0
65194,for_sale,5.0,2.0,16.06,Old Chatham,New York,12136.0,2639.0,2016-09-02,599000.0
66361,for_sale,,1.0,1.9,Chatham,New York,12037.0,8000.0,,599900.0
64767,for_sale,3.0,2.0,0.25,Chatham,New York,12037.0,1412.0,2005-06-15,239900.0
57700,for_sale,3.0,3.0,0.22,Sand Lake,New York,12018.0,1965.0,,429900.0
66591,for_sale,,,1.0,Copake Falls,New York,12517.0,,,75000.0
65933,for_sale,3.0,2.0,1.1,Ghent,New York,12075.0,1748.0,,299000.0
62949,for_sale,,,1.4,Red Hook,New York,12571.0,,,50000.0
64811,for_sale,6.0,5.0,16.05,Amenia,New York,12501.0,,2019-05-10,1765000.0
55016,for_sale,,,2.4,Schodack Landing,New York,12123.0,,,49000.0
64222,for_sale,3.0,2.0,1.0,Austerlitz,New York,12037.0,2160.0,2019-12-03,349900.0
57711,for_sale,,,9.1,Grafton,New York,12138.0,,,39900.0
64683,for_sale,4.0,5.0,14.73,Millerton,New York,12546.0,4593.0,1991-02-20,1875000.0
65130,for_sale,,,11.7,Stanford,New York,12581.0,,,185000.0
64608,for_sale,,,,Pine Plains,New York,12567.0,,,147500.0
64257,for_sale,,,5.54,Wassaic,New York,12592.0,,,150000.0
66113,for_sale,3.0,2.0,2.9,East Nassau,New York,12062.0,2780.0,1999-02-25,548000.0
65973,for_sale,,,9.0,New Lebanon,New York,12029.0,,,60000.0
64823,for_sale,4.0,3.0,22.04,East Chatham,New York,12060.0,2508.0,,1225000.0
66511,for_sale,2.0,2.0,0.22,Millerton,New York,12546.0,576.0,,160000.0
64819,for_sale,3.0,2.0,0.79,Ghent,New York,12037.0,1512.0,,649000.0
56836,for_sale,3.0,2.0,0.36,Sand Lake,New York,12018.0,1592.0,,205000.0
64632,for_sale,3.0,3.0,3.0,Northeast,New York,12546.0,1768.0,,299000.0
57419,for_sale,4.0,5.0,9.17,Sand Lake,New York,12018.0,3773.0,,1100000.0
56949,for_sale,,,10.0,Hoosick Falls,New York,12090.0,,,42000.0
65018,for_sale,5.0,5.0,5.5,Copake,New York,12516.0,3380.0,,1695000.0
64362,for_sale,,,43.46,Copake,New York,12516.0,,,895000.0
56407,for_sale,3.0,3.0,288.92,White Creek,New York,12057.0,7834.0,,910000.0
57788,for_sale,4.0,2.0,0.99,East Nassau,New York,12062.0,1767.0,2015-04-27,236000.0
64543,for_sale,,,6.07,Pine Plains,New York,12567.0,,,75000.0
64850,for_sale,8.0,10.0,157.0,Chatham,New York,12136.0,14058.0,2009-10-20,15000000.0
64676,for_sale,4.0,4.0,1.74,Millbrook,New York,12545.0,3250.0,2018-06-08,1290000.0
62451,for_sale,6.0,8.0,56.62,Elizaville,New York,12523.0,5170.0,2012-01-17,1550000.0
57287,for_sale,3.0,1.0,0.36,Nassau,New York,12123.0,1218.0,2016-04-06,149900.0
56572,for_sale,3.0,1.0,0.39,Hoosick Falls,New York,12090.0,1161.0,,49000.0
64554,for_sale,4.0,3.0,0.99,Dover Plains,New York,12522.0,2418.0,2004-08-26,459000.0
66569,for_sale,,,1.06,Millerton,New York,12546.0,,2021-10-23,69000.0
55000,for_sale,,,8.98,Hoosick Falls,New York,12090.0,,,38500.0
66426,for_sale,7.0,3.0,1.11,New Lebanon,New York,12125.0,3922.0,,259000.0
64323,for_sale,,,32.0,Ancram,New York,12503.0,,,450000.0
65033,for_sale,3.0,2.0,4.02,Ghent,New York,12075.0,1762.0,,712000.0
65169,for_sale,4.0,2.0,7.5,New Lebanon,New York,12125.0,1804.0,,225000.0
56323,for_sale,,,5.04,Hoosick,New York,12028.0,,,29500.0
56277,for_sale,,,6.98,Hoosick,New York,12090.0,,,65000.0
